dataset_id,keyframe_id,frame_id,left_path,right_path,depth_float32_path,disparity_float32_path,valid_mask_path,calibration_path,valid_pixel_ratio,depth_median_mm,depth_p95_mm,disp_median_px,disp_p95_px,notes
dataset_2,keyframe_2,710,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000710.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000710.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000710.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000710.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000710.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000710.json,0.28951034545898435,63.156131744384766,93.98479461669922,73.50382232666016,86.04207611083984,
dataset_2,keyframe_2,720,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000720.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000720.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000720.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000720.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000720.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000720.json,0.25855560302734376,63.57061004638672,94.40180969238281,73.02458190917969,84.24779510498047,
dataset_2,keyframe_2,730,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000730.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000730.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000730.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000730.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000730.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000730.json,0.24213104248046874,62.74819564819336,93.35546875,73.981689453125,85.33787536621094,
dataset_2,keyframe_2,740,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000740.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000740.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000740.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000740.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000740.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000740.json,0.23366546630859375,61.572166442871094,91.92713165283203,75.39473724365234,87.42842864990234,
dataset_2,keyframe_2,750,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000750.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000750.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000750.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000750.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000750.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000750.json,0.22679824829101564,60.67549514770508,90.91981506347656,76.5089340209961,89.41768646240234,
dataset_2,keyframe_2,760,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000760.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000760.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000760.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000760.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000760.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000760.json,0.22268142700195312,59.19096374511719,89.36952209472656,78.42780303955078,92.20733642578125,
dataset_2,keyframe_2,770,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000770.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000770.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000770.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000770.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000770.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000770.json,0.22740554809570312,58.34443283081055,88.62541961669922,79.56572723388672,93.89501953125,
dataset_2,keyframe_2,780,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000780.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000780.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000780.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000780.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000780.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000780.json,0.22018280029296874,59.630279541015625,90.1365966796875,77.8499984741211,91.53752899169922,
dataset_2,keyframe_2,790,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000790.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000790.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000790.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000790.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000790.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000790.json,0.23165206909179686,61.79682159423828,92.67097473144531,75.12065124511719,88.00926208496094,
dataset_2,keyframe_2,800,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000800.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000800.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000800.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000800.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000800.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000800.json,0.24309463500976564,64.5556640625,95.98239135742188,71.9103012084961,83.53314208984375,
dataset_2,keyframe_2,810,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000810.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000810.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000810.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000810.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000810.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000810.json,0.23836746215820312,63.0512809753418,94.19888305664062,73.62606048583984,85.89008331298828,
dataset_2,keyframe_2,820,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000820.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000820.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000820.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000820.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000820.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000820.json,0.24051742553710936,64.7244644165039,96.13764953613281,71.72276306152344,83.38945770263672,
dataset_2,keyframe_2,830,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000830.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000830.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000830.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000830.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000830.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000830.json,0.23417816162109376,63.810211181640625,95.02677917480469,72.75038146972656,84.40172576904297,
dataset_2,keyframe_2,840,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000840.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000840.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000840.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000840.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000840.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000840.json,0.22966690063476564,63.4875602722168,94.61323547363281,73.12010955810547,84.44898223876953,
dataset_2,keyframe_2,850,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000850.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000850.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000850.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000850.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000850.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000850.json,0.22545623779296875,64.1015625,95.2488784790039,72.41972351074219,83.11019134521484,
dataset_2,keyframe_2,860,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000860.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000860.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000860.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000860.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000860.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000860.json,0.2247283935546875,63.76062774658203,94.83621215820312,72.80696105957031,83.77994537353516,
dataset_2,keyframe_2,870,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000870.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000870.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000870.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000870.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000870.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000870.json,0.22479629516601562,63.634586334228516,94.77678680419922,72.95116424560547,84.10514831542969,
dataset_2,keyframe_2,880,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000880.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000880.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000880.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000880.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000880.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000880.json,0.22807540893554687,63.1985969543457,94.45693969726562,73.45443725585938,85.6695785522461,
dataset_2,keyframe_2,890,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000890.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000890.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000890.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000890.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000890.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000890.json,0.23696441650390626,62.44855499267578,93.96853637695312,74.33666229248047,87.83152770996094,
dataset_2,keyframe_2,900,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000900.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000900.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000900.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000900.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000900.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000900.json,0.23791046142578126,62.54765319824219,94.07182312011719,74.21888732910156,87.6571273803711,
dataset_2,keyframe_2,910,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000910.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000910.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000910.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000910.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000910.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000910.json,0.241510009765625,62.84637451171875,94.40130615234375,73.86611938476562,87.11408996582031,
dataset_2,keyframe_2,920,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000920.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000920.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000920.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000920.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000920.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000920.json,0.261431884765625,61.990867614746094,93.73345184326172,74.885498046875,87.72013092041016,
dataset_2,keyframe_2,930,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000930.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000930.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000930.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000930.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000930.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000930.json,0.2627044677734375,61.252220153808594,92.37401580810547,75.78855895996094,89.55009460449219,
dataset_2,keyframe_2,940,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000940.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000940.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000940.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000940.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000940.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000940.json,0.25738067626953126,60.95824432373047,91.8355941772461,76.154052734375,90.67765808105469,
dataset_2,keyframe_2,950,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000950.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000950.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000950.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000950.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000950.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000950.json,0.2562843322753906,61.08467483520508,92.09929656982422,75.99642944335938,89.92195892333984,
dataset_2,keyframe_2,960,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000960.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000960.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000960.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000960.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000960.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000960.json,0.25159759521484376,61.385833740234375,92.59796142578125,75.62359619140625,89.10768127441406,
dataset_2,keyframe_2,970,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000970.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000970.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000970.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000970.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000970.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000970.json,0.24942245483398437,61.30411148071289,92.503173828125,75.72440338134766,89.29852294921875,
dataset_2,keyframe_2,980,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000980.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000980.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000980.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000980.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000980.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000980.json,0.23649520874023439,58.52402877807617,88.58295440673828,79.32156372070312,96.15653228759766,
dataset_2,keyframe_2,990,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_000990.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_000990.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000990.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000990.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000990.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_000990.json,0.2011138916015625,55.20941162109375,84.67383575439453,84.08380126953125,105.73841857910156,
dataset_2,keyframe_2,1000,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Left_rectified/frame_001000.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Right_rectified/frame_001000.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_001000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_001000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_001000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_2/keyframe_2/Rectified_calibration/frame_001000.json,0.19580459594726562,54.38480758666992,83.98917388916016,85.35871124267578,109.2423324584961,valid coverage < 20%
